,id,created_at,text,u_id,u_name,u_created_at,u_description,u_followers_count,type,c_country,u_screen_name,u_friends_count,location.lon,location.lat,geometry,index_right,name,base_year,name_eng,code
1618906,302782236963516416,1361023885000.0,"내 음주패턴, 와인 2잔마시고 폭졸, 취침20분후 다시 말짱, 다시 음주. ㅎㅎㅎ 내패턴임.",120696920,iamksj,1267947660000.0,I'm immature ,94,ll,KOR,iamksj,87,126.9257023,37.5581283,POINT (126.9257023 37.5581283),210.0,서교동,2018,Seogyo-dong,1114066
1705806,297723435696668672,1359817773000.0,오늘와인한병반/명까는구나...,219647058,minsun park,1290691140000.0,,9,ll,KOR,wannabejacky,16,126.9128909,37.5530028,POINT (126.9128909 37.5530028),210.0,서교동,2018,Seogyo-dong,1114066
1730994,303820942071709697,1361271531000.0,"쌈 피자, 육전에 와인이라..ㅎ 이 집 메뉴 조합이 재밌네..ㅎ (@ 문샤인) [pic]: http://t.co/DZYplzVm",173383140,만성요통,1280654416000.0,"영어는 가방끈이 아니라 의지..
카메라 전부 매각한 열정의 진사..
7년째 변함없은 보딩 수준하며 주식 수익률..
꾸준한 레슨으로 일취월장중인 사회인야구 명품포수..",654,ll,KOR,nahkoon,361,126.91578132,37.55469855,POINT (126.91578132 37.55469855),210.0,서교동,2018,Seogyo-dong,1114066
1754076,305228300542959616,1361607072000.0,"단식마치고,하루한끼만먹으면서 먹을껄 엄청 소중히생각하는 내게 홍대3대맛집은 모욕을 좋다. 이게뭐람. 속상해.",240548837,낀,1295500431000.0,"Thank you,You have done for me:)",395,ll,KOR,kimki_eun,223,126.9236321,37.5567677,POINT (126.9236321 37.5567677),210.0,서교동,2018,Seogyo-dong,1114066
1801560,301336099836526593,1360679099000.0,히야~ 버라이어티 하구마잉~ 와인 마무리~ (@ 코르크) [pic]: http://t.co/9gMf0BxH,182461748,유지현,1282669891000.0,"남들 보기 어떻든, 누가 뭐라든, 앞으로 무슨 일이 앞으로 일어날지 모르지만... 지금의 내 삶은 정말 살만하다.",195,ll,KOR,free4tell,126,126.91967701,37.5491714,POINT (126.91967701 37.5491714),210.0,서교동,2018,Seogyo-dong,1114066
1827197,317268799957131264,1364477751000.0,와인과 과일. 휴머니스트 출판사에 붙어있음. (@ cafe humanist) [pic]: http://t.co/nOWnd8CGgh,301207911,윤혜자(쌔비Savvy),1305771763000.0,"Content Creator/ 혜자씨/ 책 기획자/ 책, 누구나 쓸 수있어도 아무나 쓰진 맙시다/ 1W9/ 쌍둥이자리/ 중년의 연애/ 술상/ 영화/ 쌔비의 즐거운 일하기",859,ll,KOR,savvyoon,871,126.918416,37.559039,POINT (126.918416 37.559039),214.0,연남동,2018,Yeonnam-dong,1114071
1930973,310319553617985536,1362820921000.0,오늘 맛집 찾기 모두 실패...걍 타코벨이나...ㅠㅠ (at @theboldchoice w/ 2 others) http://t.co/NrWxyksThU,110299918,sirius_not serious,1264991081000.0,"every day life, coffee&tea, foods, FREEDOM, travel around the world(one of my dreams), 위트족#15, Yoido당, #연구연구소 연구원",318,ll,KOR,sirius_jj,661,126.92227006,37.55424878,POINT (126.92227006 37.55424878),210.0,서교동,2018,Seogyo-dong,1114066
1987655,315394880400678912,1364030973000.0,"음료취향들이 정말 격하게 다르다 ㅋㅋㅋㅋㅋ
커피리원/와인혜인/요거정아
kimegn @miss_applebaby @ 405KITCHEN http://t.co/8fd67f7Y8K",97272828,Kimlyona,1260991801000.0,Lyona,321,ll,KOR,kimlyone,180,126.92069829,37.55024468,POINT (126.92069829 37.55024468),210.0,서교동,2018,Seogyo-dong,1114066
1991013,308566737635389440,1362403017000.0,"제목/안철수의 귀환 !
한국의 정치. 법. 제도. 관료 삼위체 없이 국민의 행복은 없다
이을 뒷받침 하는것 법과제도  ♥300이 할일 이다
노원병 은 움직이는 국민의 집단.  삶""의 질은 새로운 법
노인은 숙성된 와인 청년을 넘는 이유다 "" 돕고싶다""",393200806,신종춘,1318915177000.0,그~생산하는사람. 쇼생크탈출.운동본부.하트299.정책개발자.개발자.발견자.기획자.아리수에 핀 무궁화 꽃.통큰마. 음. 간큰마음환경Artist. 전략가.애풀2050환경Freedom is not free 운동본부발명가 . 환경마켓터,58,ll,KOR,jchoun2050,16,126.9121686,37.552933700000004,POINT (126.9121686 37.5529337),210.0,서교동,2018,Seogyo-dong,1114066
2000387,312750594655924224,1363400527000.0,"@hinokichef 감사합니더 ㅠㅠ 역시 히노키!!!
우리 홍대 맛집! ㅋㅋㅋㅋ응원 감사해요!!!",1110764755,Kisoo Moon,1358835659000.0,Rooster Ride(루스터 라이드/ルースターライド) I'm a Singer Song Drummer of Rooster Ride. From Kyoto but Korean. ,79,ll,KOR,singersongdr,137,126.92161412,37.55935868,POINT (126.92161412 37.55935868),210.0,서교동,2018,Seogyo-dong,1114066
2021630,308148591090864128,1362303323000.0,"@1000gamdok 감독님 광주 가셨었군용 맛집이나 알려줄껄
ㅋㅋㅋ 조심히 다니세용^^",136642387,곰군,1272117942000.0,"• 아마도이자람밴드
• percussion instrument
• traditional music",235,ll,KOR,pooh7139,81,126.91800159999998,37.558099,POINT (126.9180016 37.558099),210.0,서교동,2018,Seogyo-dong,1114066
2092609,325267513992687619,1366384793000.0,@Z_Meteor 우선 제가 서교동맛집 쏠게여!!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,138964356,0=2,1272687534000.0,막막함을 안고 사는,240,ll,KOR,LUVLY_YE,260,126.91403618,37.55222772,POINT (126.91403618 37.55222772),210.0,서교동,2018,Seogyo-dong,1114066
2163438,323752445127819264,1366023572000.0,람빅 맥주는 와인이나 스파클링 와인 같이 상큼하고 향기롭고 감미가 느껴져서 맥주의 느낌이 들지 않아서 좋다  딱 한잔만 마셔도 좋다고 할까? 브루고뉴도 그래서 좋고...좋은 사람들이 있으면 추천해주고 싶다,577707321,삼별초,1336786766000.0,"실력은 없지만 진지한 요리를 꿈구며...
Serious cooking skills are not dreaming ...",58,ll,KOR,byulchosam,57,126.9252173,37.5561055,POINT (126.9252173 37.5561055),210.0,서교동,2018,Seogyo-dong,1114066
2213919,325321540419850240,1366397674000.0,@ever_x 오늘 반가웠어요~ 그나저나 맛집은 찾으셨나요? 저희도 정처없이 떠도는중이에요ㅠㅠ 배고프네요....,858006522,yeon jeong Yu,1349182642000.0,,38,ll,KOR,yeonjeongYu,72,126.92521809999998,37.5561025,POINT (126.9252181 37.5561025),210.0,서교동,2018,Seogyo-dong,1114066
2275581,327759058784382977,1366978823000.0,좋은 분들과 유럽 가기 전 마지막 와인 모임~ 너무 감사합니다^^ (@ 페페로니) [pic]: http://t.co/byQbFf8KRv,106614273,Jerry Lee,1263958108000.0,"@Seoul,Korea
Making Friend
Online-Game Developer/UIDesign/System/Achitecture
Xbox360/PS3/Wii/PSP/NDS/WOW/Horde
iPhone/iPad/Bike/Brompton/Trance/Electronic",1273,ll,KOR,never2me,1264,126.919257,37.54889314,POINT (126.919257 37.54889314),210.0,서교동,2018,Seogyo-dong,1114066
2296338,320475044604170240,1365242179000.0,칠레와인 쇼칼란 런칭기념 블루스밴드 공연. 좋네 사람 뭐이리 많아! (@ 킹오브블루스 (King of Blues) w/ 4 others) http://t.co/thJv8A5XFo,127831163,호모루덴스 펑킨재 이인재입니다.,1269946922000.0,84 모든문화에 탐닉. 범신론자에 뼈속까지 호모루덴스이자 유목민. 커피한잔수다한그릇하시죠. 좋은사람에겐 좋은사람. ,24626,ll,KOR,mclij,24791,126.92781502,37.555558000000005,POINT (126.92781502 37.555558),210.0,서교동,2018,Seogyo-dong,1114066
2297442,318684469517250561,1364815273000.0,오랬만에 언니들과 와인한잔~^_^ (@ in urban) http://t.co/bB4C1KE3HB,80510164,MUNJIN PARK,1254896656000.0,"To be free, one must give up a little part of oneself",142,ll,KOR,munjiny505,334,126.92218127,37.55192432,POINT (126.92218127 37.55192432),210.0,서교동,2018,Seogyo-dong,1114066
2316503,320463110228021248,1365239334000.0,생일 밥~  맛나게 야무지게 먹어야쥐~ 기타 연습하느라 수고했으니까^~^ 옆에 와인 에이드 나쁘지 않아~ http://t.co/ecI4dWMHjF,157305557,Lee Joo Yon이주연,1276951901000.0,먹는즐거움.보는즐거움.듣는즐거움을 좋아합니다.작고 소소한것의 즐거움에 행복해 합니다.,9,ll,KOR,meari1,3,126.9136453,37.550816499999996,POINT (126.9136453 37.5508165),210.0,서교동,2018,Seogyo-dong,1114066
2320642,328450689137250304,1367143721000.0,노사이드 오코노미야키 맛있다!! 홍대 맛집발견 ㅋㅋ  주차장골목에서 홍대역쪽으로 이전!! (at 노사이드) [pic] — http://t.co/nNZHPPcj2s,50888989,김연두군님,1245984110000.0,"무한도전-일드-영화-사진
기무라타쿠야-SMAP-嵐
초이는 내가 나라를 팔거라고했다
스케일 크게 막 살겠다",184,ll,KOR,mycrom,179,126.926409,37.554832,POINT (126.926409 37.554832),210.0,서교동,2018,Seogyo-dong,1114066
2326432,319835380570533888,1365089671000.0,@Soulgi7 저 오늘 서교동 맛집발견 으흐흐,138964356,0=2,1272687534000.0,막막함을 안고 사는,237,ll,KOR,LUVLY_YE,255,126.91403618,37.55483222,POINT (126.91403618 37.55483222),210.0,서교동,2018,Seogyo-dong,1114066
2345843,338974842944622593,1369652875000.0,월요일부터 비를 핑계로 와인~ (@ La Lune Violette) [pic]: http://t.co/b5dIrCg9Ys,134824885,Sunah Kim,1271689734000.0,"여행, 음악, 공연, 쵸콜렛, 커피... 놀기위해 일하는 소시민 직장인",30,ll,KOR,sunny_sunah,59,126.920382,37.556929,POINT (126.920382 37.556929),210.0,서교동,2018,Seogyo-dong,1114066
2348295,338569146868568064,1369556150000.0,오늘의 모임은 총과 제복과 탱크와 와인이 섞여 있다. http://t.co/exT2RV0TTO,25955572,Ris,1237783852000.0,"IT Pro/KIKIZAKESHI(sake sommelier)/呑兵衛IT業/利酒師
WINE,SAKE,SHOCHU/ Virtualization/仮想化 
HardWare /ゲーム,声優,アニメ",461,ll,KOR,vinsong,894,126.92488600000001,37.5567589,POINT (126.924886 37.5567589),210.0,서교동,2018,Seogyo-dong,1114066
2348868,339322904523202560,1369735859000.0,와인마시러 왔어요♥ 모스카토 스푸만테♥ 내스타일이야ㅋㅋㅋ http://t.co/ZsQvNNB1QB,266420361,규썬.花森 なお,1300168578000.0,嵐♥아라시♥아이바 마사키♥네이버 뷰티블로거♥크리에이티브디렉터,145,ll,KOR,ck3134,174,126.9233475,37.5524449,POINT (126.9233475 37.5524449),210.0,서교동,2018,Seogyo-dong,1114066
2365844,337514269539188738,1369304647000.0,재미없는 전기 중세국어 공부를 도와줄 와인에이드 @한 잔의 룰루랄라 http://t.co/fzOYhi0byY,185441136,단,1283300528000.0,"걷기, 공연 보기, 숨은 카페 찾아다니기를 좋아합니다:-) 표현에 약합니다. 솔직해지려고 노력중입니다. 모든 아름다운 말을 사랑합니다.",328,ll,KOR,lamoc0,417,126.9269486,37.5584062,POINT (126.9269486 37.5584062),210.0,서교동,2018,Seogyo-dong,1114066
2439647,340524010007851008,1370022225000.0,승민이가 준 와인&lt;3&lt;3&lt;3 @ BIVO http://t.co/TqhpIDvtOb,48357509,hyeyeonnn Kim,1245333652000.0,Rick Owens!,35,ll,KOR,hyeyeonnn,52,126.92565665,37.55583689,POINT (126.92565665 37.55583689),210.0,서교동,2018,Seogyo-dong,1114066
2465245,338579311340707840,1369558573000.0,@kichiku100 넵. 와인은 이렇게. http://t.co/RK3wQ2wRM0,25955572,Ris,1237783852000.0,"IT Pro/KIKIZAKESHI(sake sommelier)/呑兵衛IT業/利酒師
WINE,SAKE,SHOCHU/ Virtualization/仮想化 
HardWare /ゲーム,声優,アニメ",461,ll,KOR,vinsong,894,126.9260888,37.5556916,POINT (126.9260888 37.5556916),210.0,서교동,2018,Seogyo-dong,1114066
2485400,335732741394022400,1368879897000.0,"블로그나 입서문으로 맛집이라고  소문난 부카츄에 드디어 입성! 내부 인테리어는 평범하지만 깔끔하고 BGM도 상당히 수준급! 직원분들도 친절하네요. 무엇보다도 여긴 면,소스,숙주…… (@ 부탄츄!!!) #아임IN http://t.co/lz1Amv7pT4",302024799,각인Z,1305898344000.0,"음악,만화,겜,H를 좋아하고 공연과 재즈를 사랑하는 청년입니다!!!",490,ll,KOR,Keimonz,552,126.92818172,37.55565949,POINT (126.92818172 37.55565949),210.0,서교동,2018,Seogyo-dong,1114066
2497894,338533110620774400,1369547557000.0,간만에 홍대. 오늘은 월 1회의 아저씨들의 식도락(와인) 모임.,25955572,Ris,1237783852000.0,"IT Pro/KIKIZAKESHI(sake sommelier)/呑兵衛IT業/利酒師
WINE,SAKE,SHOCHU/ Virtualization/仮想化 
HardWare /ゲーム,声優,アニメ",461,ll,KOR,vinsong,895,126.92507058,37.55657159,POINT (126.92507058 37.55657159),210.0,서교동,2018,Seogyo-dong,1114066
2498629,338569811107926017,1369556308000.0,오늘의 콜키지 와인들. 기대된다. http://t.co/R9ywzAS9Qc,25955572,Ris,1237783852000.0,"IT Pro/KIKIZAKESHI(sake sommelier)/呑兵衛IT業/利酒師
WINE,SAKE,SHOCHU/ Virtualization/仮想化 
HardWare /ゲーム,声優,アニメ",461,ll,KOR,vinsong,894,126.92483840000001,37.556773,POINT (126.9248384 37.556773),210.0,서교동,2018,Seogyo-dong,1114066
2504210,333073495112155136,1368245884000.0,Udon for lunch! 일본인 주방장이 직접 면을 뽑는 수제우동집. 나 같은 밀가루 귀신들이 인정해주는 맛집. 강추. (@ 가미우동 / 神うどん) [pic]: http://t.co/76hyyG8Fi1,36313084,Veronica Kim,1240991127000.0,"러쉬코리아 드래곤 본부장
Sales Director @ Lush Korea 

적당히 살지 않는 무시무시한 커리어우먼,
미대 나온 여자, 용띠, B형, 염소자리,
활자중독, Wine & Dine, 호수 큰이모,
정리의 여왕, Now or Never!",654,ll,KOR,mihyunemail,216,126.92381501,37.55466129999999,POINT (126.92381501 37.55466129999999),210.0,서교동,2018,Seogyo-dong,1114066
2534037,340430723091685376,1369999983000.0,냠 (@ 강녹수 와인생삼겹살) [pic]: http://t.co/NsJVXqZHva,60791503,장삘,1248749925000.0,"지금 나는 닭병아리 상태
닭과 병아리의 중간?",59,ll,KOR,feelmasoul,89,126.92258552,37.55728353,POINT (126.92258552 37.55728353),210.0,서교동,2018,Seogyo-dong,1114066
2536464,333176908164521984,1368270539000.0,숨겨진 맛집 찾으러 돌아다니....다가 배고파 쓰러질뻔; 촉이 부족한겐가ㅠ (@ 홍대 길거리!) #아임IN http://t.co/EbNP8Znnhn,302024799,각인Z,1305898344000.0,"음악,만화,겜,H를 좋아하고 공연과 재즈를 사랑하는 청년입니다!!!",492,ll,KOR,Keimonz,551,126.92150793,37.55253765,POINT (126.92150793 37.55253765),210.0,서교동,2018,Seogyo-dong,1114066
2661757,343010325110595584,1370615008000.0,@02130720 ㅋ담에 모이자구 그럼ㅋㅋ 희윤이랑 몬드 만나쨔 ㅋㅋㅋㅋ 와인마시러 간다 딩가딩가 ㅋㅋㅋㅋ,230606941,LADY DADA,1293333984000.0,G,22,ll,KOR,queen1325,25,126.91419996,37.55703582,POINT (126.91419996 37.55703582),210.0,서교동,2018,Seogyo-dong,1114066
2671085,343640835604242432,1370765334000.0,홍대 착한맛집 왔는데 너무 길다 줄이. 영돈이형. 이런건 몇몇에게만 알려주면 안되요..? 고민되네.. @ Chicken In The Kitchen http://t.co/kS6opAF6ai,84852171,Chris Kim,1256392332000.0,'이렇게 사는 것도 좋아'하며 웃을 수 있게 되어버린. 그러면서도 고집은 여전하답니다.,11,ll,KOR,ckchako,9,126.92956756,37.55481877,POINT (126.92956756 37.55481877),210.0,서교동,2018,Seogyo-dong,1114066
2675133,346234234760986625,1371383648000.0,우리동네 맛집 (@ 홈플러스 (Homeplus)) http://t.co/4a4PZfGm7m,163485521,요녀석,1278428201000.0,"자이언츠, 기차, 맛집, 여행, 찌질이",532,ll,KOR,mysuk103,496,126.91370739,37.55069571,POINT (126.91370739 37.55069571),210.0,서교동,2018,Seogyo-dong,1114066
2687726,346939361176215552,1371551764000.0,서교동 들풀. 유기농에 가격도 착한 가게. 직접 담은 백련에 된장 등등 외국사람들이 좋아하는 한정식. 아줌마도 정말 좋으심. 홍대(인근) 맛집 추천 http://t.co/C5u2wAKLyh,180869192,Sooah Lee(이수아),1282327770000.0,홍대인근서식 기자 커피음악영화고양이산채ㄱ,217,ll,KOR,mysooah,114,126.91893565,37.5551403,POINT (126.91893565 37.5551403),210.0,서교동,2018,Seogyo-dong,1114066
2716716,345496685272772608,1371207803000.0,"우연히 발견한 맛집. 유부덮밥과 마약쫄면, 맛있게 먹었다. 다음엔 안주메뉴에 막걸리 한 잔 해야지. (@ 유부) [pic]: http://t.co/zVssu2xdUM",231802127,이수형,1293632446000.0,"내 인생의 1. 泳樺  2. 영화  3. 건강

트위터 구독 중. 그러다 가끔씩 주절. 
주로 foursquare와 instagram 업데이트용.",67,ll,KOR,cirector,127,126.92206577,37.55128826,POINT (126.92206577 37.55128826),210.0,서교동,2018,Seogyo-dong,1114066
2733671,343010222194962432,1370614984000.0,와인하나 사고~^^ (@ moonshine) http://t.co/MGDq6vjrvE,137012481,멜롱~♥,1272206577000.0,"#WeAB, 월향의 아부지, 아이폰4, 5D Mark III(오두막삼), 커피, AB, 한화이글스, Eagles V2, Again1999, 맛집, 영화, 드라이브, 아방이",3019,ll,KOR,MelonAB,2622,126.91594409,37.55470373,POINT (126.91594409 37.55470373),210.0,서교동,2018,Seogyo-dong,1114066
2734887,346579183117406208,1371465891000.0,와인 하나 집으러~~ (@ 앤드류세계주류) [pic]: http://t.co/loMHQpscvl,65589297,shinysun 키크당 2대 당주,1250236096000.0,|1983|Research Engineer @ LGE|iPhone5|Optimus|iPad2|Catholic|Saint Gabriel Possenti|#키크당 부당주|#연구연구소 연구원|무절제한 맞팔 지양|소셜홀릭|Air Jordan|,888,ll,KOR,shiny_sun,255,126.91499901,37.55062616,POINT (126.91499901 37.55062616),210.0,서교동,2018,Seogyo-dong,1114066
2739573,348085501686841346,1371825025000.0,불금엔 와인이지!! @ 플레이(play) http://t.co/Y0W7xJHaVg,117918416,CHOI Joonyoung,1267234747000.0,메이저리그 빠돌이.,79,ll,KOR,joonyoung83,300,126.92292151,37.55954783,POINT (126.92292151 37.55954783),210.0,서교동,2018,Seogyo-dong,1114066
2777740,350480607639400448,1372396063000.0,회사옆 앤드류와인샵에서 공짜로 준 와인.... 잘 마시겠습니다... http://t.co/xRcyhCr9bV,15037815,Kail Lee,1212841543000.0,CTO@이음소시어,196,ll,KOR,sainthook,284,126.9155922,37.5501445,POINT (126.9155922 37.5501445),210.0,서교동,2018,Seogyo-dong,1114066
2865946,355287097457905664,1373542019000.0,"사과&amp;화이트와인 셔벗.. 맛있다...
@조이테스테블 http://t.co/6J4kqBLhOd",207915181,이소라,1288083002000.0,,30,ll,KOR,paradisototo,55,126.91773319,37.55035804,POINT (126.91773319 37.55035804),210.0,서교동,2018,Seogyo-dong,1114066
2900265,357488729201459200,1374066929000.0,"취하는 카페, ""부엔 까미노"". 레드 와인이 들어간 칼리모쵸와 베일리스 들어간 에스프레소 커피 맛 좋으다!",215885969,Jinhee Han,1289798781000.0,이성은 감정을 피하기 위해 있는게 아니다. 감싸 안아주기 위함이다. 인간 세상을 지배하고 있는 것은  우리들 마음 속에 숨어있는 감정들이라고 믿는다,181,ll,KOR,Jini_elfsong,82,126.92482425,37.55799922,POINT (126.92482425 37.55799922),210.0,서교동,2018,Seogyo-dong,1114066
